,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
1357,03-Jun-17,10:13:00,1,0,0,Red,A
1358,03-Jun-17,10:13:00,1,0,0,Red,A
1359,03-Jun-17,10:13:00,1,0,0,Red,A
1360,03-Jun-17,10:13:00,1,0,0,Red,A
1361,03-Jun-17,10:13:00,1,0,0,Red,A
1362,03-Jun-17,10:13:01,1,0,0,Red,A
1363,03-Jun-17,10:13:01,1,0,0,Red,A
1364,03-Jun-17,10:13:01,1,0,0,Red,A
1365,03-Jun-17,10:13:01,1,0,0,Red,A
1366,03-Jun-17,10:13:01,1,0,0,Red,A
1367,03-Jun-17,10:13:01,1,0,0,Red,A
1368,03-Jun-17,10:13:02,1,0,0,Red,A
1369,03-Jun-17,10:13:02,1,0,0,Red,A
1370,03-Jun-17,10:13:02,1,0,0,Red,A
1371,03-Jun-17,10:13:02,1,0,0,Red,A
1372,03-Jun-17,10:13:02,1,0,0,Red,A
1373,03-Jun-17,10:13:03,1,0,0,Red,A
1374,03-Jun-17,10:13:03,1,0,0,Red,A
1375,03-Jun-17,10:13:03,1,0,0,Red,A
1376,03-Jun-17,10:13:03,1,0,0,Red,A
1377,03-Jun-17,10:13:04,1,0,0,Red,A
1378,03-Jun-17,10:13:04,1,0,0,Red,A
1379,03-Jun-17,10:13:04,1,0,0,Red,A
1380,03-Jun-17,10:13:04,1,0,0,Red,A
1381,03-Jun-17,10:13:04,1,0,0,Red,A
1382,03-Jun-17,10:13:05,1,0,0,Red,A
1383,03-Jun-17,10:13:05,1,0,0,Red,A
1384,03-Jun-17,10:13:05,1,0,0,Red,A
1385,03-Jun-17,10:13:05,1,0,0,Red,A
1386,03-Jun-17,10:13:05,1,0,0,Red,A
1387,03-Jun-17,10:13:05,1,0,0,Red,A
1388,03-Jun-17,10:13:06,1,0,0,Red,A
1389,03-Jun-17,10:13:06,1,0,0,Red,A
1390,03-Jun-17,10:13:06,1,0,0,Red,A
1391,03-Jun-17,10:13:06,1,0,0,Red,A
1392,03-Jun-17,10:13:06,1,0,0,Red,A
1393,03-Jun-17,10:13:07,1,0,0,Red,A
1394,03-Jun-17,10:13:07,1,0,0,Red,A
1395,03-Jun-17,10:13:07,1,0,0,Red,A
1396,03-Jun-17,10:13:07,1,0,0,Red,A
1397,03-Jun-17,10:13:08,1,0,0,Red,A
1398,03-Jun-17,10:13:08,1,0,0,Red,A
1399,03-Jun-17,10:13:08,1,0,0,Red,A
1400,03-Jun-17,10:13:08,1,0,0,Red,A
1401,03-Jun-17,10:13:08,1,0,0,Red,A
1627,03-Jun-17,10:13:54,1,0,0,Red,A
1628,03-Jun-17,10:13:54,1,0,0,Red,A
1629,03-Jun-17,10:13:54,1,0,0,Red,A
1630,03-Jun-17,10:13:54,1,0,0,Red,A
1631,03-Jun-17,10:13:54,1,0,0,Red,A
1632,03-Jun-17,10:13:55,1,0,0,Red,A
1633,03-Jun-17,10:13:55,1,0,0,Red,A
1634,03-Jun-17,10:13:55,1,0,0,Red,A
1635,03-Jun-17,10:13:55,1,0,0,Red,A
1636,03-Jun-17,10:13:55,1,0,0,Red,A
1637,03-Jun-17,10:13:55,1,0,0,Red,A
1638,03-Jun-17,10:13:56,1,0,0,Red,A
1639,03-Jun-17,10:13:56,1,0,0,Red,A
1640,03-Jun-17,10:13:56,1,0,0,Red,A
1641,03-Jun-17,10:13:56,1,0,0,Red,A
1642,03-Jun-17,10:13:57,1,0,0,Red,A
1643,03-Jun-17,10:13:57,1,0,0,Red,A
1644,03-Jun-17,10:13:57,1,0,0,Red,A
1645,03-Jun-17,10:13:57,1,0,0,Red,A
1646,03-Jun-17,10:13:58,1,0,0,Red,A
1647,03-Jun-17,10:13:58,1,0,0,Red,A
1648,03-Jun-17,10:13:58,1,0,0,Red,A
1649,03-Jun-17,10:13:58,1,0,0,Red,A
1650,03-Jun-17,10:13:58,1,0,0,Red,A
1651,03-Jun-17,10:13:58,1,0,0,Red,A
1652,03-Jun-17,10:13:59,1,0,0,Red,A
1653,03-Jun-17,10:13:59,1,0,0,Red,A
1654,03-Jun-17,10:13:59,1,0,0,Red,A
1655,03-Jun-17,10:13:59,1,0,0,Red,A
1656,03-Jun-17,10:14:00,1,0,0,Red,A
1657,03-Jun-17,10:14:00,1,0,0,Red,A
1658,03-Jun-17,10:14:00,1,0,0,Red,A
1659,03-Jun-17,10:14:00,1,0,0,Red,A
1660,03-Jun-17,10:14:00,1,0,0,Red,A
1661,03-Jun-17,10:14:00,1,0,0,Red,A
1662,03-Jun-17,10:14:00,1,0,0,Red,A
1663,03-Jun-17,10:14:00,1,0,0,Red,A
1664,03-Jun-17,10:14:01,1,0,0,Red,A
1665,03-Jun-17,10:14:01,1,0,0,Red,A
1666,03-Jun-17,10:14:01,1,0,0,Red,A
1667,03-Jun-17,10:14:01,1,0,0,Red,A
1668,03-Jun-17,10:14:02,1,0,0,Red,A
1669,03-Jun-17,10:14:02,1,0,0,Red,A
1670,03-Jun-17,10:14:02,1,0,0,Red,A
1671,03-Jun-17,10:14:02,1,0,0,Red,A
1672,03-Jun-17,10:14:02,1,0,0,Red,A
1673,03-Jun-17,10:14:03,1,0,0,Red,A
1674,03-Jun-17,10:14:03,1,0,0,Red,A
1675,03-Jun-17,10:14:03,1,0,0,Red,A
1676,03-Jun-17,10:14:03,1,0,0,Red,A
1677,03-Jun-17,10:14:04,1,0,0,Red,A
1678,03-Jun-17,10:14:04,1,0,0,Red,A
1679,03-Jun-17,10:14:04,1,0,0,Red,A
1680,03-Jun-17,10:14:04,1,0,0,Red,A
1681,03-Jun-17,10:14:04,1,0,0,Red,A
1682,03-Jun-17,10:14:04,1,0,0,Red,A
1683,03-Jun-17,10:14:05,1,0,0,Red,A
1684,03-Jun-17,10:14:05,1,0,0,Red,A
1685,03-Jun-17,10:14:05,1,0,0,Red,A
1686,03-Jun-17,10:14:05,1,0,0,Red,A
1687,03-Jun-17,10:14:06,1,0,0,Red,A
1688,03-Jun-17,10:14:06,1,0,0,Red,A
1689,03-Jun-17,10:14:06,1,0,0,Red,A
1690,03-Jun-17,10:14:06,1,0,0,Red,A
1691,03-Jun-17,10:14:06,1,0,0,Red,A
1692,03-Jun-17,10:14:07,1,0,0,Red,A
1693,03-Jun-17,10:14:07,1,0,0,Red,A
1694,03-Jun-17,10:14:07,1,0,0,Red,A
1695,03-Jun-17,10:14:07,1,0,0,Red,A
