,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
834,24-Jun-17,16:52:20,1,0,0,Red,E
835,24-Jun-17,16:52:20,1,0,0,Red,E
836,24-Jun-17,16:52:20,1,0,0,Red,E
837,24-Jun-17,16:52:20,1,0,0,Red,E
838,24-Jun-17,16:52:21,1,0,0,Red,E
839,24-Jun-17,16:52:21,1,0,0,Red,E
840,24-Jun-17,16:52:21,1,0,0,Red,E
841,24-Jun-17,16:52:21,1,0,0,Red,E
842,24-Jun-17,16:52:21,1,0,0,Red,E
843,24-Jun-17,16:52:22,1,0,0,Red,E
844,24-Jun-17,16:52:22,1,0,0,Red,E
845,24-Jun-17,16:52:22,1,0,0,Red,E
846,24-Jun-17,16:52:22,1,0,0,Red,E
847,24-Jun-17,16:52:23,1,0,0,Red,E
848,24-Jun-17,16:52:23,1,0,0,Red,E
849,24-Jun-17,16:52:23,1,0,0,Red,E
850,24-Jun-17,16:52:23,1,0,0,Red,E
851,24-Jun-17,16:52:24,1,0,0,Red,E
852,24-Jun-17,16:52:24,1,0,0,Red,E
853,24-Jun-17,16:52:24,1,0,0,Red,E
854,24-Jun-17,16:52:24,1,0,0,Red,E
855,24-Jun-17,16:52:24,1,0,0,Red,E
856,24-Jun-17,16:52:25,1,0,0,Red,E
857,24-Jun-17,16:52:25,1,0,0,Red,E
858,24-Jun-17,16:52:25,1,0,0,Red,E
859,24-Jun-17,16:52:25,1,0,0,Red,E
860,24-Jun-17,16:52:25,1,0,0,Red,E
861,24-Jun-17,16:52:25,1,0,0,Red,E
862,24-Jun-17,16:52:26,1,0,0,Red,E
863,24-Jun-17,16:52:26,1,0,0,Red,E
864,24-Jun-17,16:52:26,1,0,0,Red,E
865,24-Jun-17,16:52:26,1,0,0,Red,E
866,24-Jun-17,16:52:26,1,0,0,Red,E
867,24-Jun-17,16:52:26,1,0,0,Red,E
868,24-Jun-17,16:52:27,1,0,0,Red,E
869,24-Jun-17,16:52:27,1,0,0,Red,E
870,24-Jun-17,16:52:27,1,0,0,Red,E
871,24-Jun-17,16:52:27,1,0,0,Red,E
872,24-Jun-17,16:52:28,1,0,0,Red,E
873,24-Jun-17,16:52:28,1,0,0,Red,E
874,24-Jun-17,16:52:28,1,0,0,Red,E
875,24-Jun-17,16:52:28,1,0,0,Red,E
876,24-Jun-17,16:52:28,1,0,0,Red,E
877,24-Jun-17,16:52:29,1,0,0,Red,E
878,24-Jun-17,16:52:29,1,0,0,Red,E
879,24-Jun-17,16:52:29,1,0,0,Red,E
880,24-Jun-17,16:52:29,1,0,0,Red,E
881,24-Jun-17,16:52:29,1,0,0,Red,E
882,24-Jun-17,16:52:30,1,0,0,Red,E
883,24-Jun-17,16:52:30,1,0,0,Red,E
884,24-Jun-17,16:52:30,1,0,0,Red,E
885,24-Jun-17,16:52:30,1,0,0,Red,E
886,24-Jun-17,16:52:30,1,0,0,Red,E
887,24-Jun-17,16:52:30,1,0,0,Red,E
888,24-Jun-17,16:52:31,1,0,0,Red,E
889,24-Jun-17,16:52:31,1,0,0,Red,E
890,24-Jun-17,16:52:31,1,0,0,Red,E
891,24-Jun-17,16:52:31,1,0,0,Red,E
892,24-Jun-17,16:52:31,1,0,0,Red,E
893,24-Jun-17,16:52:32,1,0,0,Red,E
894,24-Jun-17,16:52:32,1,0,0,Red,E
895,24-Jun-17,16:52:32,1,0,0,Red,E
896,24-Jun-17,16:52:32,1,0,0,Red,E
897,24-Jun-17,16:52:33,1,0,0,Red,E
898,24-Jun-17,16:52:33,1,0,0,Red,E
899,24-Jun-17,16:52:33,1,0,0,Red,E
900,24-Jun-17,16:52:33,1,0,0,Red,E
901,24-Jun-17,16:52:33,1,0,0,Red,E
902,24-Jun-17,16:52:34,1,0,0,Red,E
903,24-Jun-17,16:52:34,1,0,0,Red,E
904,24-Jun-17,16:52:34,1,0,0,Red,E
905,24-Jun-17,16:52:34,1,0,0,Red,E
906,24-Jun-17,16:52:34,1,0,0,Red,E
907,24-Jun-17,16:52:34,1,0,0,Red,E
908,24-Jun-17,16:52:35,1,0,0,Red,E
909,24-Jun-17,16:52:35,1,0,0,Red,E
910,24-Jun-17,16:52:35,1,0,0,Red,E
911,24-Jun-17,16:52:35,1,0,0,Red,E
912,24-Jun-17,16:52:35,1,0,0,Red,E
913,24-Jun-17,16:52:36,1,0,0,Red,E
914,24-Jun-17,16:52:36,1,0,0,Red,E
915,24-Jun-17,16:52:36,1,0,0,Red,E
916,24-Jun-17,16:52:36,1,0,0,Red,E
917,24-Jun-17,16:52:37,1,0,0,Red,E
918,24-Jun-17,16:52:37,1,0,0,Red,E
919,24-Jun-17,16:52:37,1,0,0,Red,E
920,24-Jun-17,16:52:37,1,0,0,Red,E
921,24-Jun-17,16:52:37,1,0,0,Red,E
922,24-Jun-17,16:52:38,1,0,0,Red,E
923,24-Jun-17,16:52:38,1,0,0,Red,E
924,24-Jun-17,16:52:38,1,0,0,Red,E
925,24-Jun-17,16:52:38,1,0,0,Red,E
926,24-Jun-17,16:52:38,1,0,0,Red,E
