,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
3759,24-Jun-17,17:02:05,0,0,1,Green,D
3760,24-Jun-17,17:02:05,0,0,1,Green,D
3761,24-Jun-17,17:02:05,0,0,1,Green,D
3762,24-Jun-17,17:02:05,0,0,1,Green,D
3763,24-Jun-17,17:02:06,0,0,1,Green,D
3764,24-Jun-17,17:02:06,0,0,1,Green,D
3765,24-Jun-17,17:02:06,0,0,1,Green,D
3766,24-Jun-17,17:02:06,0,0,1,Green,D
3767,24-Jun-17,17:02:06,0,0,1,Green,D
3768,24-Jun-17,17:02:07,0,0,1,Green,D
3769,24-Jun-17,17:02:07,0,0,1,Green,D
3770,24-Jun-17,17:02:07,0,0,1,Green,D
3771,24-Jun-17,17:02:07,0,0,1,Green,D
3772,24-Jun-17,17:02:08,0,0,1,Green,D
3773,24-Jun-17,17:02:08,0,0,1,Green,D
3774,24-Jun-17,17:02:08,0,0,1,Green,D
3775,24-Jun-17,17:02:08,0,0,1,Green,D
3776,24-Jun-17,17:02:08,0,0,1,Green,D
3777,24-Jun-17,17:02:08,0,0,1,Green,D
3778,24-Jun-17,17:02:08,0,0,1,Green,D
3779,24-Jun-17,17:02:09,0,0,1,Green,D
3780,24-Jun-17,17:02:09,0,0,1,Green,D
3781,24-Jun-17,17:02:09,0,0,1,Green,D
4042,24-Jun-17,17:18:00,0,0,1,Green,D
4043,24-Jun-17,17:18:00,0,0,1,Green,D
4044,24-Jun-17,17:18:00,0,0,1,Green,D
4045,24-Jun-17,17:18:00,0,0,1,Green,D
4046,24-Jun-17,17:18:00,0,0,1,Green,D
4047,24-Jun-17,17:18:00,0,0,1,Green,D
4048,24-Jun-17,17:18:00,0,0,1,Green,D
4049,24-Jun-17,17:18:00,0,0,1,Green,D
4050,24-Jun-17,17:18:00,0,0,1,Green,D
4051,24-Jun-17,17:18:00,0,0,1,Green,D
