,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
897,24-Jun-17,16:52:33,1,0,0,Red,F
898,24-Jun-17,16:52:33,1,0,0,Red,F
899,24-Jun-17,16:52:33,1,0,0,Red,F
900,24-Jun-17,16:52:33,1,0,0,Red,F
901,24-Jun-17,16:52:33,1,0,0,Red,F
902,24-Jun-17,16:52:34,1,0,0,Red,F
903,24-Jun-17,16:52:34,1,0,0,Red,F
904,24-Jun-17,16:52:34,1,0,0,Red,F
905,24-Jun-17,16:52:34,1,0,0,Red,F
906,24-Jun-17,16:52:34,1,0,0,Red,F
907,24-Jun-17,16:52:34,1,0,0,Red,F
908,24-Jun-17,16:52:35,1,0,0,Red,F
909,24-Jun-17,16:52:35,1,0,0,Red,F
910,24-Jun-17,16:52:35,1,0,0,Red,F
911,24-Jun-17,16:52:35,1,0,0,Red,F
912,24-Jun-17,16:52:35,1,0,0,Red,F
913,24-Jun-17,16:52:36,1,0,0,Red,F
914,24-Jun-17,16:52:36,1,0,0,Red,F
915,24-Jun-17,16:52:36,1,0,0,Red,F
916,24-Jun-17,16:52:36,1,0,0,Red,F
917,24-Jun-17,16:52:37,1,0,0,Red,F
918,24-Jun-17,16:52:37,1,0,0,Red,F
919,24-Jun-17,16:52:37,1,0,0,Red,F
920,24-Jun-17,16:52:37,1,0,0,Red,F
921,24-Jun-17,16:52:37,1,0,0,Red,F
922,24-Jun-17,16:52:38,1,0,0,Red,F
923,24-Jun-17,16:52:38,1,0,0,Red,F
924,24-Jun-17,16:52:38,1,0,0,Red,F
925,24-Jun-17,16:52:38,1,0,0,Red,F
926,24-Jun-17,16:52:38,1,0,0,Red,F
927,24-Jun-17,16:52:38,1,0,0,Red,F
928,24-Jun-17,16:52:39,1,0,0,Red,F
929,24-Jun-17,16:52:39,1,0,0,Red,F
930,24-Jun-17,16:52:39,1,0,0,Red,F
931,24-Jun-17,16:52:39,1,0,0,Red,F
932,24-Jun-17,16:52:39,1,0,0,Red,F
933,24-Jun-17,16:52:40,1,0,0,Red,F
934,24-Jun-17,16:52:40,1,0,0,Red,F
935,24-Jun-17,16:52:40,1,0,0,Red,F
936,24-Jun-17,16:52:40,1,0,0,Red,F
